record_id,annotator_a,annotator_b,skill_name_a,skill_name_b,label_a,label_b,category_a,category_b,error_type,source_text_a,source_text_b
40,llm,human_a,"phân tích triệu chứng, khoanh vùng và xác định nguyên nhân sự cố",,required_skill,,IT Support & Hardware,,llm_hallucination,"Có khả năng phân tích triệu chứng, khoanh vùng và xác định nguyên nhân sự cố",
40,llm,human_a,HDD,,required_skill,,IT Support & Hardware,,llm_hallucination,Nắm được nguyên lý và cấu trúc lưu trữ cơ bản của HDD/SSD/USB/Thẻ nhớ,
40,llm,human_a,SSD,,required_skill,,IT Support & Hardware,,llm_hallucination,Nắm được nguyên lý và cấu trúc lưu trữ cơ bản của HDD/SSD/USB/Thẻ nhớ,
40,llm,human_a,USB,,required_skill,,IT Support & Hardware,,llm_hallucination,Nắm được nguyên lý và cấu trúc lưu trữ cơ bản của HDD/SSD/USB/Thẻ nhớ,
40,llm,human_a,Thẻ nhớ,,required_skill,,IT Support & Hardware,,llm_hallucination,Nắm được nguyên lý và cấu trúc lưu trữ cơ bản của HDD/SSD/USB/Thẻ nhớ,
40,llm,human_a,,sửa chữa PC,,required_skill,,IT Support & Hardware,llm_omission,,
40,llm,human_a,,sửa chữa Laptop,,required_skill,,IT Support & Hardware,llm_omission,,
40,llm,human_a,,HDD/SSD/USB/Thẻ nhớ,,required_skill,,IT Support & Hardware,llm_omission,,
41,llm,human_a,đàm phán,,required_skill,,Soft Skill,,llm_hallucination,"Có khả năng giải quyết vấn đề, phân tích, đàm phán, thuyết phục.",
41,llm,human_a,thuyết phục,,required_skill,,Soft Skill,,llm_hallucination,"Có khả năng giải quyết vấn đề, phân tích, đàm phán, thuyết phục.",
41,llm,human_a,ngôn ngữ lập trình,,required_skill,,Programming Language,,llm_hallucination,Am hiểu ngôn ngữ lập trình.,
41,llm,human_a,giải pháp tích hợp với Business Central,,preferred_skill,,Engineering Concepts & Methodologies,,llm_hallucination,phát triển giải pháp tích hợp với Business Central.,
41,llm,human_a,quản lý dự án,,required_skill,,Soft Skill,,llm_hallucination,Kỹ năng quản lý dự án ứng dụng.,
41,llm,human_a,chứng chỉ liên quan đến lập trình ứng dụng,,preferred_skill,,Other,,llm_hallucination,Ưu tiên ứng viên có các chứng chỉ liên quan đến lập trình ứng dụng.,
41,llm,human_a,lập trình phần mềm,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,kỹ năng kỹ thuật lập trình phần mềm.,
41,llm,human_a,,ứng dụng vệ tinh,,required_skill,,Domain Knowledge,llm_omission,,
41,llm,human_a,,Business Central,,preferred_skill,,Tool & Platform,llm_omission,,
41,llm,human_a,Microsoft Dynamics 365 Business Central,Microsoft Dynamics 365 Business Central,required_skill,required_skill,Domain Knowledge,Tool & Platform,category_disagreement,Có kinh nghiệm làm việc với Microsoft Dynamics 365 Business Central,
41,llm,human_a,kiến trúc hệ thống ERP,hệ thống ERP,required_skill,required_skill,Engineering Concepts & Methodologies,Domain Knowledge,category_disagreement,Hiểu biết về kiến trúc hệ thống ERP,
41,llm,human_a,.NET,.NET,required_skill,required_skill,Framework / Library,Programming Language,category_disagreement,"Có kiến thức về ngôn ngữ lập trình .NET, AL.",
42,llm,human_a,phát triển phần mềm,,required_skill,,Domain Knowledge,,llm_hallucination,Tối thiểu 6-7 năm trong lĩnh vực phát triển phần mềm,
42,llm,human_a,tech lead,,required_skill,,Soft Skill,,llm_hallucination,có từ 3 năm kinh nghiệm làm tech lead hoặc vị trí tương đương,
42,llm,human_a,kiến trúc microservices,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,"Hiểu biết về kiến trúc microservices, hệ thống phân tán.",
42,llm,human_a,phân tích và đánh giá các quy trình và hệ thống công nghệ thông tin,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,Có khả năng phân tích và đánh giá các quy trình và hệ thống công nghệ thông tin.,
42,llm,human_a,mentoring,,required_skill,,Soft Skill,,llm_hallucination,"Kỹ năng lãnh đạo, mentoring, làm việc nhóm và giao tiếp tốt.",
42,llm,human_a,,microservices,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
42,llm,human_a,hệ thống phần mềm,hệ thống phần mềm,required_skill,required_skill,Engineering Concepts & Methodologies,Infrastructure & DevOps,category_disagreement,"hệ thống cơ sở dữ liệu, hệ thống phần mềm.",
43,llm,human_a,safety analyses,,required_skill,,Domain Knowledge,,llm_hallucination,"Experience performing safety analyses (FMEDA, DFA, FTA)",
43,llm,human_a,Teamwork,,required_skill,,Soft Skill,,llm_hallucination,Ability to work independently and as part of a team,
43,llm,human_a,safety management tools,,preferred_skill,,Tool & Platform,,llm_hallucination,Experience with safety management tools,
43,llm,human_a,functional safety,,preferred_skill,,Domain Knowledge,,llm_hallucination,Formal training in functional safety,
43,llm,human_a,certified functional safety expert,,preferred_skill,,Other,,llm_hallucination,certified functional safety expert,
43,llm,human_a,,analytical,,required_skill,,Soft Skill,llm_omission,,
43,llm,human_a,,work independently,,required_skill,,Soft Skill,llm_omission,,
43,llm,human_a,,part of a team,,required_skill,,Soft Skill,llm_omission,,
43,llm,human_a,,automotive communication protocols,,required_skill,,Embedded & Firmware,llm_omission,,
43,llm,human_a,ISO 26262,ISO 26262,required_skill,required_skill,Other,Embedded & Firmware,category_disagreement,In-depth knowledge of the ISO 26262 standard,
43,llm,human_a,FMEDA,FMEDA,required_skill,required_skill,Domain Knowledge,Embedded & Firmware,category_disagreement,"safety analyses (FMEDA, DFA, FTA)",
43,llm,human_a,DFA,DFA,required_skill,required_skill,Domain Knowledge,Embedded & Firmware,category_disagreement,"safety analyses (FMEDA, DFA, FTA)",
43,llm,human_a,FTA,FTA,required_skill,required_skill,Domain Knowledge,Embedded & Firmware,category_disagreement,"safety analyses (FMEDA, DFA, FTA)",
43,llm,human_a,automotive hardware development,automotive hardware,preferred_skill,preferred_skill,Domain Knowledge,Embedded & Firmware,category_disagreement,Experience with automotive hardware and software development,
43,llm,human_a,CAN,CAN,preferred_skill,required_skill,Embedded & Firmware,Embedded & Firmware,label_disagreement,"automotive communication protocols (CAN, Ethernet)",
43,llm,human_a,Ethernet,Ethernet,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"automotive communication protocols (CAN, Ethernet)",
44,llm,human_a,tinh thần đồng đội,,required_skill,,Soft Skill,,llm_hallucination,tinh thần đồng đội cao,
44,llm,human_a,,công nghệ điện tử ứng dụng,,required_skill,,Embedded & Firmware,llm_omission,,
44,llm,human_a,,phối hợp,,required_skill,,Soft Skill,llm_omission,,
44,llm,human_a,điện tử,điện tử,required_skill,required_skill,Domain Knowledge,Embedded & Firmware,category_disagreement,Có trên 2 năm kinh nghiệm làm việc ... tại các công ty điện tử,
45,llm,human_a,ML,,preferred_skill,,AI/ML/Data,,llm_hallucination,Ưu tiên có kinh nghiệm làm việc với ML,
45,llm,human_a,,hệ thống ML,,required_skill,,AI / ML / Data,llm_omission,,
45,llm,human_a,,model evaluation,,required_skill,,AI / ML / Data,llm_omission,,
45,llm,human_a,,drift,,required_skill,,AI / ML / Data,llm_omission,,
45,llm,human_a,,retraining,,preferred_skill,,AI / ML / Data,llm_omission,,
45,llm,human_a,Backend services,Backend services,required_skill,required_skill,Engineering Concepts & Methodologies,Infrastructure & DevOps,category_disagreement,Có kinh nghiệm triển khai Backend services,
45,llm,human_a,cloud API,cloud API,required_skill,required_skill,Engineering Concepts & Methodologies,Infrastructure & DevOps,category_disagreement,"triển khai Backend services (cloud API, edge/on-device là một lợi thế)",
45,llm,human_a,edge/on-device,edge/on-device,preferred_skill,required_skill,Domain Knowledge,Infrastructure & DevOps,both_disagreement,edge/on-device là một lợi thế,
45,llm,human_a,model serving,model serving,preferred_skill,preferred_skill,Infrastructure & DevOps,AI / ML / Data,category_disagreement,"làm việc với ML, data pipelines hoặc model serving",
45,llm,human_a,OpenCV,OpenCV,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng thư viện cốt lõi: Pandas, NumPy, OpenCV",
45,llm,human_a,PyTorch,PyTorch,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face",
45,llm,human_a,Scikit-learn,Scikit-learn,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face",
45,llm,human_a,Hugging Face,Hugging Face,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face",
45,llm,human_a,MLflow,MLflow,required_skill,required_skill,Infrastructure & DevOps,AI / ML / Data,category_disagreement,"Có thể sử dụng versioning: MLflow, DVC",
45,llm,human_a,DVC,DVC,required_skill,required_skill,Tool & Platform,AI / ML / Data,category_disagreement,"Có thể sử dụng versioning: MLflow, DVC",
45,llm,human_a,Streamlit,Streamlit,required_skill,required_skill,Framework / Library,Tool & Platform,category_disagreement,"Prototyping và internal tools: Streamlit, Gradio",
45,llm,human_a,Gradio,Gradio,required_skill,required_skill,Framework / Library,Tool & Platform,category_disagreement,"Prototyping và internal tools: Streamlit, Gradio",
46,llm,human_a,làm việc với khách hàng doanh nghiệp,,required_skill,,Soft Skill,,llm_hallucination,Có kinh nghiệm làm việc với khách hàng doanh nghiệp (Enterprise),
46,llm,human_a,Enterprise,,required_skill,,Domain Knowledge,,llm_hallucination,Có kinh nghiệm làm việc với khách hàng doanh nghiệp (Enterprise),
46,llm,human_a,quản lý và dẫn dắt đội nhóm,,required_skill,,Soft Skill,,llm_hallucination,"Kỹ năng leadership, quản lý và dẫn dắt đội nhóm.",
46,llm,human_a,Fortinet,,preferred_skill,,Infrastructure & DevOps,,llm_hallucination,Có kinh nghiệm triển khai hệ sinh thái Fortinet,
46,llm,human_a,NAC,,preferred_skill,,Infrastructure & DevOps,,llm_hallucination,"triển khai mô hình: SD-WAN, NAC, Firewall...",
46,llm,human_a,,chuyển đổi thành thiết kế kỹ thuật,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
46,llm,human_a,,Kỹ năng tư duy,,required_skill,,Soft Skill,llm_omission,,
46,llm,human_a,,FortiGate,,required_skill,,Tool & Platform,llm_omission,,
46,llm,human_a,,SD-WAN,,required_skill,,Infrastructure & DevOps,llm_omission,,
46,llm,human_a,,ADVPN,,required_skill,,Infrastructure & DevOps,llm_omission,,
46,llm,human_a,,HA/DR,,required_skill,,Infrastructure & DevOps,llm_omission,,
46,llm,human_a,Network,Network,required_skill,required_skill,Infrastructure & DevOps,Domain Knowledge,category_disagreement,Tối thiểu 3–5 năm kinh nghiệm trong lĩnh vực Network/Security,
46,llm,human_a,Security,Security,required_skill,required_skill,Infrastructure & DevOps,Domain Knowledge,category_disagreement,Tối thiểu 3–5 năm kinh nghiệm trong lĩnh vực Network/Security,
46,llm,human_a,SLA,SLA,required_skill,required_skill,IT Support & Hardware,Infrastructure & DevOps,category_disagreement,"SD-WAN, SLA, Load Balancing...",
46,llm,human_a,Active Directory,Active Directory,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,"Active Directory, DHCP, DNS...",
46,llm,human_a,Phân tích yêu cầu business,Phân tích yêu cầu,required_skill,required_skill,Engineering Concepts & Methodologies,Soft Skill,category_disagreement,Phân tích yêu cầu business và chuyển đổi thành thiết kế kỹ thuật,
46,llm,human_a,troubleshoot,troubleshoot,required_skill,required_skill,Infrastructure & DevOps,Engineering Concepts & Methodologies,category_disagreement,Kỹ năng tư duy & troubleshoot tốt.,
46,llm,human_a,NSE,NSE,preferred_skill,required_skill,Other,Other,label_disagreement,NSE/FCP/FCSS,
46,llm,human_a,FCP,FCP,preferred_skill,required_skill,Other,Other,label_disagreement,NSE/FCP/FCSS,
46,llm,human_a,FortiGate,FortiGate,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiGate (NGFW, SD-WAN, ADVPN, HA...)",
46,llm,human_a,NGFW,NGFW,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"FortiGate (NGFW, SD-WAN, ADVPN, HA...)",
46,llm,human_a,HA,HA,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"FortiGate (NGFW, SD-WAN, ADVPN, HA...)",
46,llm,human_a,FortiManager,FortiManager,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiManager, FortiAnalyzer",
46,llm,human_a,FortiAnalyzer,FortiAnalyzer,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiManager, FortiAnalyzer",
46,llm,human_a,FortiNAC,FortiNAC,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiNAC, FortiSwitch",
46,llm,human_a,FortiSwitch,FortiSwitch,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiNAC, FortiSwitch",
46,llm,human_a,FortiAIOps,FortiAIOps,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiAIOps, ZTNA, FortiPAM",
46,llm,human_a,ZTNA,ZTNA,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"FortiAIOps, ZTNA, FortiPAM",
46,llm,human_a,FortiPAM,FortiPAM,preferred_skill,required_skill,Infrastructure & DevOps,Tool & Platform,both_disagreement,"FortiAIOps, ZTNA, FortiPAM",
46,llm,human_a,Firewall,Firewall,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"triển khai mô hình: SD-WAN, NAC, Firewall...",
46,llm,human_a,High Availability,High Availability,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"HA/DR, High Availability, Disaster Recovery",
46,llm,human_a,Disaster Recovery,Disaster Recovery,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"HA/DR, High Availability, Disaster Recovery",
47,llm,human_a,Power Platform,Power Platform,required_skill,required_skill,Data Engineering & Analytics,Tool & Platform,category_disagreement,"1 - 3 years of experience with Power Platform (Power Apps, Power Automate)",
47,llm,human_a,Power Apps,Power Apps,required_skill,required_skill,Data Engineering & Analytics,Tool & Platform,category_disagreement,"1 - 3 years of experience with Power Platform (Power Apps, Power Automate)",
47,llm,human_a,Power Automate,Power Automate,required_skill,required_skill,Data Engineering & Analytics,Tool & Platform,category_disagreement,"1 - 3 years of experience with Power Platform (Power Apps, Power Automate)",
47,llm,human_a,Canvas Apps,Canvas Apps,required_skill,required_skill,Framework / Library,Tool & Platform,category_disagreement,"Strong understanding of Power Fx, Canvas Apps, and Model-driven Apps",
47,llm,human_a,Model-driven Apps,Model-driven Apps,required_skill,required_skill,Framework / Library,Tool & Platform,category_disagreement,"Strong understanding of Power Fx, Canvas Apps, and Model-driven Apps",
47,llm,human_a,XML,XML,preferred_skill,preferred_skill,Other,Database,category_disagreement,Basic knowledge of XML or SQL Server,
48,llm,human_a,UI/UX Design,,required_skill,,Other,,llm_hallucination,Có ít nhất 1 năm kinh nghiệm trong lĩnh vực UI/UX Design.,
48,llm,human_a,quy trình thiết kế UI,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,"Có kiến thức vững chắc về quy trình thiết kế UX, UI",
48,llm,human_a,nghiên cứu người dùng,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,...và các phương pháp nghiên cứu người dùng.,
49,llm,human_a,Ahrefs,,required_skill,,Data Engineering & Analytics,,llm_hallucination,"...Google Analytics, Search Console, SEMrush, Ahrefs",
49,llm,human_a,LadiPage,,required_skill,,Tool & Platform,,llm_hallucination,Biết thiết kế và tối ưu LadiPage,
49,llm,human_a,Google Analytics,Google Analytics,required_skill,required_skill,Data Engineering & Analytics,Tool & Platform,category_disagreement,Sử dụng thành thạo các công cụ phân tích & SEO: Google Analytics,
49,llm,human_a,Search Console,Search Console,required_skill,required_skill,Data Engineering & Analytics,Tool & Platform,category_disagreement,"...Google Analytics, Search Console, SEMrush, Ahrefs",
49,llm,human_a,SEMrush,SEMrush,required_skill,required_skill,Data Engineering & Analytics,Tool & Platform,category_disagreement,"...Google Analytics, Search Console, SEMrush, Ahrefs",
5,llm,human_a,Containerd,,required_skill,,Infrastructure & DevOps,,llm_hallucination,"container (Docker, Containerd, Kubernetes)",
5,llm,human_a,,Ubuntu,,preferred_skill,,Tool & Platform,llm_omission,,
5,llm,human_a,,CentOS,,preferred_skill,,Tool & Platform,llm_omission,,
5,llm,human_a,VPC VDC,VPC VDC,preferred_skill,preferred_skill,Other,Infrastructure & DevOps,category_disagreement,Có chứng chỉ chuyên môn liên quan đến VPC VDC... là lợi thế,
5,llm,human_a,VPC Automation,VPC Automation,preferred_skill,preferred_skill,Other,Infrastructure & DevOps,category_disagreement,Có chứng chỉ chuyên môn... VPC Automation... là lợi thế,
5,llm,human_a,VPC Network & Security,VPC Network & Security,preferred_skill,preferred_skill,Other,Infrastructure & DevOps,category_disagreement,Có chứng chỉ chuyên môn... VPC Network & Security là lợi thế,
6,llm,human_a,DA,,required_skill,,Data Engineering & Analytics,,llm_hallucination,Từ 2 năm kinh nghiệm DA,
6,llm,human_a,Elasticsearch,Elasticsearch,required_skill,required_skill,Database,Data Engineering & Analytics,category_disagreement,"xử lý dữ liệu lớn (Hadoop, Spark, Elasticsearch…)",
7,llm,human_a,tư duy logic,,required_skill,,Soft Skill,,llm_hallucination,"Kỹ năng giải quyết vấn đề, tư duy logic",
7,llm,human_a,nghiên cứu công nghệ mới,,required_skill,,Soft Skill,,llm_hallucination,khả năng nghiên cứu công nghệ mới tốt,
8,llm,human_a,Data Scientist,,required_skill,,Other,,llm_hallucination,Tối thiểu 2 năm kinh nghiệm ở vị trí Data Scientist,
8,llm,human_a,LightGBM,,preferred_skill,,Framework / Library,,llm_hallucination,ưu tiên LightGBM/XGBoost,
8,llm,human_a,XGBoost,,preferred_skill,,Framework / Library,,llm_hallucination,ưu tiên LightGBM/XGBoost,
8,llm,human_a,SQL,,required_skill,,Database,,llm_hallucination,Thành thạo Python (...) và SQL,
8,llm,human_a,classification,,required_skill,,AI/ML/Data,,llm_hallucination,"Machine Learning (classification, regression, feature engineering)",
8,llm,human_a,regression,,required_skill,,AI/ML/Data,,llm_hallucination,"Machine Learning (classification, regression, feature engineering)",
8,llm,human_a,feature engineering,,required_skill,,AI/ML/Data,,llm_hallucination,"Machine Learning (classification, regression, feature engineering)",
8,llm,human_a,giải quyết bài toán kinh doanh,,required_skill,,Soft Skill,,llm_hallucination,giải quyết bài toán kinh doanh thực tế,
8,llm,human_a,triển khai mô hình ML,,required_skill,,Infrastructure & DevOps,,llm_hallucination,"tham gia triển khai mô hình ML, MLOps cơ bản",
8,llm,human_a,,LightGBM/XGBoost,,preferred_skill,,AI / ML / Data,llm_omission,,
8,llm,human_a,A/B testing,A/B Testing,required_skill,required_skill,Engineering Concepts & Methodologies,Testing & QA,category_disagreement,"Có kinh nghiệm A/B testing, phân tích dữ liệu",
8,llm,human_a,MLflow,MLflow,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,"MLOps cơ bản (MLflow, Docker, batch/API)",
8,llm,human_a,batch,batch,required_skill,required_skill,Engineering Concepts & Methodologies,Data Engineering & Analytics,category_disagreement,"MLOps cơ bản (MLflow, Docker, batch/API)",
8,llm,human_a,API,API,required_skill,required_skill,Engineering Concepts & Methodologies,Data Engineering & Analytics,category_disagreement,"MLOps cơ bản (MLflow, Docker, batch/API)",
9,llm,human_a,Backup,,required_skill,,Database,,llm_hallucination,Backup/Restore,
9,llm,human_a,Restore,,required_skill,,Database,,llm_hallucination,Backup/Restore,
9,llm,human_a,Linux server,,required_skill,,Infrastructure & DevOps,,llm_hallucination,Linux server cơ bản,
9,llm,human_a,xử lý sự cố,,required_skill,,Soft Skill,,llm_hallucination,Có khả năng xử lý sự cố,
9,llm,human_a,hệ thống ERP,,preferred_skill,,Domain Knowledge,,llm_hallucination,hệ thống ERP tương tự,
9,llm,human_a,xử lý lock,,preferred_skill,,Engineering Concepts & Methodologies,,llm_hallucination,"Kinh nghiệm xử lý lock, deadlock, blocking session",
9,llm,human_a,,Backup/Restore Linux serve,,required_skill,,Tool & Platform,llm_omission,,
9,llm,human_a,,ERP,,preferred_skill,,Domain Knowledge,llm_omission,,
9,llm,human_a,Odoo,Odoo,preferred_skill,preferred_skill,Domain Knowledge,Tool & Platform,category_disagreement,(ưu tiên có kinh nghiệm với Odoo),
9,llm,human_a,query tuning,Query tuning,required_skill,required_skill,Engineering Concepts & Methodologies,Database,category_disagreement,Thành thạo SQL và query tuning,
9,llm,human_a,Transaction,Transaction,required_skill,required_skill,Engineering Concepts & Methodologies,Database,category_disagreement,"Hiểu rõ: Index, Transaction, Lock, Replication cơ bản",
9,llm,human_a,Lock,Lock,required_skill,required_skill,Engineering Concepts & Methodologies,Database,category_disagreement,"Hiểu rõ: Index, Transaction, Lock, Replication cơ bản",
9,llm,human_a,support hệ thống live,support hệ thống live,required_skill,required_skill,IT Support & Hardware,Other,category_disagreement,support hệ thống live,
9,llm,human_a,Odoo ERP,Odoo ERP,preferred_skill,preferred_skill,Domain Knowledge,Tool & Platform,category_disagreement,Kinh nghiệm làm việc với Odoo ERP,
9,llm,human_a,workload nhiều transaction,workload nhiều transaction,preferred_skill,preferred_skill,Engineering Concepts & Methodologies,Database,category_disagreement,workload nhiều transaction,
9,llm,human_a,Tối ưu bảng dữ liệu lớn,Tối ưu bảng dữ liệu lớn,preferred_skill,preferred_skill,Database,Data Engineering & Analytics,category_disagreement,Tối ưu bảng dữ liệu lớn (logs/transactions),
9,llm,human_a,deadlock,deadlock,preferred_skill,preferred_skill,Engineering Concepts & Methodologies,Database,category_disagreement,"Kinh nghiệm xử lý lock, deadlock, blocking session",
9,llm,human_a,blocking session,blocking session,preferred_skill,preferred_skill,Engineering Concepts & Methodologies,Database,category_disagreement,"Kinh nghiệm xử lý lock, deadlock, blocking session",
