row_id,skill_name,label,category,min_years,level,source_text
11,OMS,required_skill,Domain Knowledge,2.0,,"2–5 years of experience in full-cycle implementation of enterprise business solutions (ERP, SFA, OMS, DMS or equivalent)"
11,DMS,required_skill,Domain Knowledge,2.0,,"2–5 years of experience in full-cycle implementation of enterprise business solutions (ERP, SFA, OMS, DMS or equivalent)"
11,business blueprinting,required_skill,Engineering Concepts & Methodologies,2.0,,"...including business blueprinting, functional specification (FS/SRS)..."
11,functional specification,required_skill,Engineering Concepts & Methodologies,2.0,,"...business blueprinting, functional specification (FS/SRS), configuration..."
11,configuration,required_skill,Other,2.0,,"...functional specification (FS/SRS), configuration, testing, UAT..."
11,testing,required_skill,Testing & QA,2.0,,"...configuration, testing, UAT, training, data migration..."
11,UAT,required_skill,Testing & QA,2.0,,"...testing, UAT, training, data migration, and post go-live support."
11,training,required_skill,Soft Skill,2.0,,"...UAT, training, data migration, and post go-live support."
11,data migration,required_skill,Engineering Concepts & Methodologies,2.0,,"...training, data migration, and post go-live support."
11,post go-live support,required_skill,IT Support & Hardware,2.0,,"...data migration, and post go-live support."
11,distributor management,required_skill,Domain Knowledge,,intermediate,Solid understanding of Sales & Distribution processes such as distributor management...
11,problem-solving,required_skill,Soft Skill,,expert,"Strong analytical, problem-solving, communication..."
11,communication,required_skill,Soft Skill,,expert,"Strong analytical, problem-solving, communication..."
11,stakeholder management,required_skill,Soft Skill,,expert,"...communication, and stakeholder management skills"
11,documentation,required_skill,Engineering Concepts & Methodologies,,intermediate,proficiency in documentation and project tools
11,MS Office,required_skill,Tool & Platform,,intermediate,"...project tools (MS Office, Jira, Confluence, etc.)"
11,Jira,required_skill,Tool & Platform,,intermediate,"...project tools (MS Office, Jira, Confluence, etc.)"
11,Confluence,required_skill,Tool & Platform,,intermediate,"...project tools (MS Office, Jira, Confluence, etc.)"
11,English,required_skill,Soft Skill,,intermediate,good command of English (written and spoken).
12,C,required_skill,Programming Language,,expert,Strong in C/C++ programming for Embedded Software
12,C++,required_skill,Programming Language,,expert,Strong in C/C++ programming for Embedded Software
12,Embedded Software,required_skill,Embedded & Firmware,,,programming for Embedded Software with Debugger Environment
12,Debugger Environment,required_skill,Tool & Platform,,,Embedded Software with Debugger Environment
12,CANprotocol,required_skill,Embedded & Firmware,,intermediate,Good in CANprotocol/ Diagnostic/ Microcontroller/ sensor/ IO/ Serial
12,Diagnostic,required_skill,Embedded & Firmware,,intermediate,Good in CANprotocol/ Diagnostic/ Microcontroller/ sensor/ IO/ Serial
12,Microcontroller,required_skill,Embedded & Firmware,,intermediate,Good in CANprotocol/ Diagnostic/ Microcontroller/ sensor/ IO/ Serial
12,sensor,required_skill,Embedded & Firmware,,intermediate,Good in CANprotocol/ Diagnostic/ Microcontroller/ sensor/ IO/ Serial
12,IO,required_skill,Embedded & Firmware,,intermediate,Good in CANprotocol/ Diagnostic/ Microcontroller/ sensor/ IO/ Serial
12,Serial,required_skill,Embedded & Firmware,,intermediate,Good in CANprotocol/ Diagnostic/ Microcontroller/ sensor/ IO/ Serial
12,Automotive Domain,required_skill,Domain Knowledge,,,Knowledge & experience in Automotive Domain
12,CANoe,required_skill,Embedded & Firmware,,,"tools (CANoe, CANalyser & CAPL programming)"
12,CANalyser,required_skill,Embedded & Firmware,,,"tools (CANoe, CANalyser & CAPL programming)"
12,CAPL programming,required_skill,Embedded & Firmware,,,"tools (CANoe, CANalyser & CAPL programming)"
12,AUTOSAR,required_skill,Other,,,Knowledge and experience in AUTOSAR
12,Vehicle Functions,preferred_skill,Domain Knowledge,,,"SW development in area of CAN, Diagnostics, Vehicle Functions"
12,OS Scheduler,preferred_skill,Other,,,"OS Scheduler, Pre-emptive, Round robin & Cooperative scheduling"
12,Pre-emptive,preferred_skill,Other,,,"OS Scheduler, Pre-emptive, Round robin & Cooperative scheduling"
12,Round robin,preferred_skill,Other,,,"OS Scheduler, Pre-emptive, Round robin & Cooperative scheduling"
12,Cooperative scheduling,preferred_skill,Other,,,"OS Scheduler, Pre-emptive, Round robin & Cooperative scheduling"
12,LIN,preferred_skill,Embedded & Firmware,,,"Networking protocols such as CAN, LIN etc."
12,Unit Testing,preferred_skill,Testing & QA,,,"Unit Testing (Tessy & RTRT), TPT & Integration Testing Tools"
12,Tessy,preferred_skill,Embedded & Firmware,,,Unit Testing (Tessy & RTRT)
12,RTRT,preferred_skill,Embedded & Firmware,,,Unit Testing (Tessy & RTRT)
12,TPT,preferred_skill,Embedded & Firmware,,,"RTRT), TPT & Integration Testing Tools"
12,Integration Testing,preferred_skill,Testing & QA,,,TPT & Integration Testing Tools
12,Test Cases,preferred_skill,Testing & QA,,,execution of Test Cases with techniques
12,White Box,preferred_skill,Testing & QA,,,techniques (White Box and Black box)
12,Black box,preferred_skill,Testing & QA,,,techniques (White Box and Black box)
12,Test Automation,preferred_skill,Testing & QA,,,Exposure to Test Automation scripting tools
12,Python,preferred_skill,Programming Language,,,scripting tools (Python & Perl)
12,Perl,preferred_skill,Programming Language,,,scripting tools (Python & Perl)
12,ECU Test,preferred_skill,Embedded & Firmware,,,(Python & Perl) ECU Test & LabCar
12,LabCar,preferred_skill,Embedded & Firmware,,,(Python & Perl) ECU Test & LabCar
12,ISO14229,preferred_skill,Other,,,"Knowledge on CAN, ISO14229, ISO26262, J1939 & UDS standards"
12,ISO26262,preferred_skill,Other,,,"Knowledge on CAN, ISO14229, ISO26262, J1939 & UDS standards"
12,J1939,preferred_skill,Other,,,"Knowledge on CAN, ISO14229, ISO26262, J1939 & UDS standards"
12,UDS,preferred_skill,Other,,,"Knowledge on CAN, ISO14229, ISO26262, J1939 & UDS standards"
12,INCA,preferred_skill,Embedded & Firmware,,,"Closed loop LabCar, INCA or similar tools"
12,MISRA 2004,preferred_skill,Other,,,MISRA 2004 and 2012 Coding guidelines
12,MISRA 2012,preferred_skill,Other,,,MISRA 2004 and 2012 Coding guidelines
12,PC-lint,preferred_skill,Embedded & Firmware,,,"guidelines (PC-lint, LDRA & PRQA)"
12,LDRA,preferred_skill,Embedded & Firmware,,,"guidelines (PC-lint, LDRA & PRQA)"
12,PRQA,preferred_skill,Embedded & Firmware,,,"guidelines (PC-lint, LDRA & PRQA)"
12,Matlab,preferred_skill,Tool & Platform,,,Knowledge & experience in Matlab/Simulink is plus
12,Simulink,preferred_skill,Tool & Platform,,,Knowledge & experience in Matlab/Simulink is plus
12,V-model,preferred_skill,Other,,,Knowledge & experience in V-model and development process
12,SDLC,preferred_skill,Other,,,SDLC and Software Development Models (Water Fall/ Agile)
12,Water Fall,preferred_skill,Engineering Concepts & Methodologies,,,Software Development Models (Water Fall/ Agile)
12,Agile,preferred_skill,Engineering Concepts & Methodologies,,,Software Development Models (Water Fall/ Agile)
12,English,preferred_skill,Soft Skill,,intermediate,Good English language skills
13,Web development,required_skill,Domain Knowledge,5.0,,Từ 5 năm kinh nghiệm Web development
13,Frontend,required_skill,Domain Knowledge,3.0,expert,ít nhất 3 năm chuyên sâu Frontend (React/Next.js)
13,React,required_skill,Framework / Library,3.0,expert,Kinh nghiệm làm việc chuyên sâu với React/Next.js
13,Next.js,required_skill,Framework / Library,3.0,expert,Kinh nghiệm làm việc chuyên sâu với React/Next.js
13,AI interfaces,preferred_skill,AI/ML/Data,,,Ưu tiên kinh nghiệm xây dựng AI interfaces
13,real-time applications,preferred_skill,Domain Knowledge,,,Ưu tiên kinh nghiệm xây dựng AI interfaces hoặc real-time applications
13,TypeScript,required_skill,Programming Language,,expert,"Kinh nghiệm làm việc chuyên sâu với React/Next.js, TypeScript"
13,kiến trúc Frontend hiện đại,required_skill,Engineering Concepts & Methodologies,,expert,"kiến trúc Frontend hiện đại (SPA, SSR, edge rendering)"
13,SPA,required_skill,Engineering Concepts & Methodologies,,expert,"kiến trúc Frontend hiện đại (SPA, SSR, edge rendering)"
13,SSR,required_skill,Engineering Concepts & Methodologies,,expert,"kiến trúc Frontend hiện đại (SPA, SSR, edge rendering)"
13,edge rendering,required_skill,Engineering Concepts & Methodologies,,expert,"kiến trúc Frontend hiện đại (SPA, SSR, edge rendering)"
13,Node.js,required_skill,Framework / Library,,expert,"Thành thạo Node.js, Cloudflare Workers, REST/WebSocket/SSE"
13,Cloudflare Workers,required_skill,Infrastructure & DevOps,,expert,"Thành thạo Node.js, Cloudflare Workers, REST/WebSocket/SSE"
13,REST,required_skill,Engineering Concepts & Methodologies,,expert,"Thành thạo Node.js, Cloudflare Workers, REST/WebSocket/SSE"
13,WebSocket,required_skill,Engineering Concepts & Methodologies,,expert,"Thành thạo Node.js, Cloudflare Workers, REST/WebSocket/SSE"
13,SSE,required_skill,Engineering Concepts & Methodologies,,expert,"Thành thạo Node.js, Cloudflare Workers, REST/WebSocket/SSE"
13,Git,required_skill,Tool & Platform,,,"Sử dụng Git, GitHub Actions, Playwright/Cypress (lợi thế)"
13,GitHub Actions,required_skill,Infrastructure & DevOps,,,"Sử dụng Git, GitHub Actions, Playwright/Cypress (lợi thế)"
13,Playwright,preferred_skill,Testing & QA,,,Playwright/Cypress (lợi thế)
13,Cypress,preferred_skill,Testing & QA,,,Playwright/Cypress (lợi thế)
13,quản lý team FE,required_skill,Soft Skill,,,"Kinh nghiệm quản lý team FE, review code và mentor"
13,review code,required_skill,Engineering Concepts & Methodologies,,,"Kinh nghiệm quản lý team FE, review code và mentor"
13,mentor,required_skill,Soft Skill,,,review code và mentor các thành viên trong team
13,Tư duy sáng tạo,required_skill,Soft Skill,,,"Tư duy sáng tạo,tỉ mỉ, sẵn sàng học hỏi"
13,Tiếng Anh,preferred_skill,Soft Skill,,intermediate,Tiếng Anh đọc hiểu tài liệu kỹ thuật và giao tiếp được là một lợi thế
14,fullstack,required_skill,Engineering Concepts & Methodologies,1.0,,Yêu cầu từ 1 năm kinh nghiệm ở vị trí fullstack
14,.Net core,required_skill,Framework / Library,,,"Kinh nghiệm .Net core, entity framework, postgres SQL, ReactJS"
14,entity framework,required_skill,Framework / Library,,,"Kinh nghiệm .Net core, entity framework, postgres SQL, ReactJS"
14,postgres SQL,required_skill,Database,,,"Kinh nghiệm .Net core, entity framework, postgres SQL, ReactJS"
14,ReactJS,required_skill,Framework / Library,,,"Kinh nghiệm .Net core, entity framework, postgres SQL, ReactJS"
14,AWS,preferred_skill,Infrastructure & DevOps,,,Biết AWS là lợi thế
14,Tư duy logic,required_skill,Soft Skill,,,"Tư duy logic, giải quyết vấn đề tốt"
14,giải quyết vấn đề,required_skill,Soft Skill,,,giải quyết vấn đề tốt
14,teamwork,required_skill,Soft Skill,,,teamwork tốt
15,Puzzle,required_skill,Domain Knowledge,,,đặc biệt là dòng Puzzle/Casual Puzzle/Hybrid Puzzle
15,Casual Puzzle,required_skill,Domain Knowledge,,,đặc biệt là dòng Puzzle/Casual Puzzle/Hybrid Puzzle
15,Hybrid Puzzle,required_skill,Domain Knowledge,,,đặc biệt là dòng Puzzle/Casual Puzzle/Hybrid Puzzle
15,tư duy logic,required_skill,Soft Skill,,,"Có tư duy logic tốt, khả năng phân tích vấn đề"
15,phân tích vấn đề,required_skill,Soft Skill,,,khả năng phân tích vấn đề và bóc tách gameplay rõ ràng
15,bóc tách gameplay,required_skill,Engineering Concepts & Methodologies,,,bóc tách gameplay rõ ràng
15,quan sát thị trường,required_skill,Soft Skill,,,Có khả năng quan sát thị trường
15,trình bày ý tưởng,required_skill,Soft Skill,,,"Có khả năng trình bày ý tưởng, viết tài liệu và giao tiếp"
15,viết tài liệu,required_skill,Engineering Concepts & Methodologies,,,viết tài liệu và giao tiếp rõ ràng với team
15,giao tiếp,required_skill,Soft Skill,,,giao tiếp rõ ràng với team
16,Unity,required_skill,Tool & Platform,5.0,,5+ năm kinh nghiệm Unity
16,game mobile,required_skill,Domain Knowledge,,,tối thiểu 1 game mobile đã release global
16,Unity architecture,required_skill,Engineering Concepts & Methodologies,,intermediate,Kiến thức vững về: - Unity architecture
16,async,required_skill,Engineering Concepts & Methodologies,,intermediate,"Kiến thức vững về: - Unity architecture, async"
16,data-driven programming,required_skill,Engineering Concepts & Methodologies,,intermediate,"Kiến thức vững về: - ...async, data-driven programming."
16,Performance profiling (CPU/GPU),required_skill,Engineering Concepts & Methodologies,,intermediate,Kiến thức vững về: - Performance profiling (CPU/GPU)
16,memory management,required_skill,Engineering Concepts & Methodologies,,intermediate,Kiến thức vững về: - ...memory management.
16,Addressables asset management,required_skill,Framework / Library,,intermediate,Kiến thức vững về: - Addressables asset management
16,build pipeline,required_skill,Infrastructure & DevOps,,intermediate,Kiến thức vững về: - ...build pipeline.
16,Game systems,required_skill,Engineering Concepts & Methodologies,,intermediate,"Kiến thức vững về: - Game systems, UI Toolkit/UGUI."
16,UI Toolkit,required_skill,Framework / Library,,intermediate,"Kiến thức vững về: - Game systems, UI Toolkit/UGUI."
16,UGUI,required_skill,Framework / Library,,intermediate,"Kiến thức vững về: - Game systems, UI Toolkit/UGUI."
16,tư duy hệ thống,required_skill,Soft Skill,,,tư duy hệ thống tốt
16,tư duy giải quyết vấn đề,required_skill,Soft Skill,,,tư duy giải quyết vấn đề mạnh
16,lead,required_skill,Soft Skill,,,Có kinh nghiệm lead
16,review code,required_skill,Engineering Concepts & Methodologies,,,thích review code
16,Idle,required_skill,Domain Knowledge,,,Đam mê làm Idle/RPG
16,RPG,required_skill,Domain Knowledge,,,Đam mê làm Idle/RPG
16,backend,required_skill,Engineering Concepts & Methodologies,,,Kinh nghiệm backend
16,Node.js,required_skill,Framework / Library,,,"Kinh nghiệm backend (Node.js/TS, Go, .NET...)"
16,TS,required_skill,Programming Language,,,"Kinh nghiệm backend (Node.js/TS, Go, .NET...)"
16,Go,required_skill,Programming Language,,,"Kinh nghiệm backend (Node.js/TS, Go, .NET...)"
16,.NET,required_skill,Framework / Library,,,"Kinh nghiệm backend (...Go, .NET, hoặc Firebase/PlayFab)"
16,Firebase,required_skill,Infrastructure & DevOps,,,"Kinh nghiệm backend (... .NET, hoặc Firebase/PlayFab)"
16,PlayFab,required_skill,Tool & Platform,,,Kinh nghiệm backend (...Firebase/PlayFab)
17,IT Support,required_skill,IT Support & Hardware,2.0,,2 năm kinh nghiệm IT Support/Helpdesk
17,Helpdesk,required_skill,IT Support & Hardware,2.0,,2 năm kinh nghiệm IT Support/Helpdesk
17,Windows,required_skill,Tool & Platform,,,"Nắm kiến thức Windows, Office, Network cơ bản & troubleshooting"
17,Office,required_skill,Tool & Platform,,,"Nắm kiến thức Windows, Office, Network cơ bản & troubleshooting"
17,Network,required_skill,Infrastructure & DevOps,,basic,Network cơ bản & troubleshooting
17,troubleshooting,required_skill,IT Support & Hardware,,,Network cơ bản & troubleshooting
17,Tiếng anh giao tiếp,preferred_skill,Soft Skill,,intermediate,"Tiếng anh giao tiếp (ưu tiên nghe, nói tốt)"
18,"phần mềm quản lý bệnh viện, y dược",preferred_skill,Domain Knowledge,,,"Ưu tiên có kinh nghiệm làm việc với các hệ thống phần mềm quản lý bệnh viện, y dược."
18,giao tiếp,required_skill,Soft Skill,,,"Kỹ năng giao tiếp, thuyết phục, xử lý sự cố."
18,làm việc theo nhóm,required_skill,Soft Skill,,,làm việc độc lập cũng như làm việc theo nhóm
19,mobile development,required_skill,Other,3.0,,3+ years of professional mobile development experience
19,Flutter,required_skill,Framework / Library,2.0,expert,at least 2 years focused on Flutter
19,Dart,required_skill,Programming Language,,expert,Strong proficiency in Dart
19,state management,required_skill,Engineering Concepts & Methodologies,,,Experience with state management solutions
19,Bloc,required_skill,Framework / Library,,,"state management solutions (Bloc, Riverpod, Provider, or similar)"
19,Riverpod,required_skill,Framework / Library,,,"state management solutions (Bloc, Riverpod, Provider, or similar)"
19,Provider,required_skill,Framework / Library,,,"state management solutions (Bloc, Riverpod, Provider, or similar)"
19,RESTful API integration,required_skill,Engineering Concepts & Methodologies,,intermediate,Solid understanding of RESTful API integration
19,JSON parsing,required_skill,Engineering Concepts & Methodologies,,intermediate,"JSON parsing, and asynchronous programming"
19,asynchronous programming,required_skill,Engineering Concepts & Methodologies,,intermediate,asynchronous programming
19,Git,required_skill,Tool & Platform,,,version control systems (Git)
19,collaborative development workflows,required_skill,Engineering Concepts & Methodologies,,,collaborative development workflows
19,problem-solving,required_skill,Soft Skill,,expert,Strong problem-solving skills
19,communication,required_skill,Soft Skill,,expert,Excellent communication skills
19,work in cross-functional teams,required_skill,Soft Skill,,,ability to work in cross-functional teams
19,WebSocket,preferred_skill,Engineering Concepts & Methodologies,,,Experience with WebSocket and stream implementation
19,stream implementation,preferred_skill,Engineering Concepts & Methodologies,,,WebSocket and stream implementation
19,audio,preferred_skill,Domain Knowledge,,,"Hands-on experience with audio, recordings and video streaming"
19,recordings,preferred_skill,Domain Knowledge,,,"Hands-on experience with audio, recordings and video streaming"
19,video streaming,preferred_skill,Domain Knowledge,,,video streaming technologies
19,CleverTap,preferred_skill,Tool & Platform,,,"tools (CleverTap, Firebase, Google Analytics, Sentry)"
19,Firebase,preferred_skill,Tool & Platform,,,"tools (CleverTap, Firebase, Google Analytics, Sentry)"
19,Google Analytics,preferred_skill,Tool & Platform,,,"tools (CleverTap, Firebase, Google Analytics, Sentry)"
19,Sentry,preferred_skill,Tool & Platform,,,"tools (CleverTap, Firebase, Google Analytics, Sentry)"
19,deep linking,preferred_skill,Engineering Concepts & Methodologies,,,Understanding of deep linking and mobile attribution
19,mobile attribution,preferred_skill,Engineering Concepts & Methodologies,,,deep linking and mobile attribution
19,Branch.io,preferred_skill,Tool & Platform,,,"mobile attribution (Branch.io, Adjust)"
19,Adjust,preferred_skill,Tool & Platform,,,"mobile attribution (Branch.io, Adjust)"
20,tích hợp hệ thống,preferred_skill,Domain Knowledge,,,Ưu tiên các ứng viên đã làm việc trong cộng ty tích hợp hệ thống
20,CCNP,preferred_skill,Other,,expert,"Ưu tiên... sở hữu chứng chỉ... như CCNP, Security...."
20,Security,preferred_skill,Other,,expert,"Ưu tiên... sở hữu chứng chỉ... như CCNP, Security...."
20,Đọc hiểu tài liệu kỹ thuật,required_skill,Soft Skill,,intermediate,Đọc hiểu tốt tài liệu kỹ thuật chuyên ngành
20,giao tiếp,required_skill,Soft Skill,,basic,có khả năng giao tiếp cơ bản (viết và nói)
21,Presales,required_skill,Domain Knowledge,,,Kinh nghiệm làm việc trong lĩnh vực CNTT ở các vai trò như: Presales
21,Tư vấn Kỹ thuật,required_skill,Domain Knowledge,,,"Presales, Tư vấn Kỹ thuật, Quản trị Hệ thống (System Admin)"
21,System Admin,required_skill,Infrastructure & DevOps,,,Quản trị Hệ thống (System Admin)
21,Network Engineer,required_skill,Infrastructure & DevOps,,,Kỹ sư Mạng (Network Engineer)
21,Hỗ trợ Kỹ thuật,required_skill,IT Support & Hardware,,,Hỗ trợ Kỹ thuật (Level 2/3)
21,Triển khai Hệ thống,required_skill,Infrastructure & DevOps,,,Triển khai Hệ thống
21,hạ tầng máy chủ,required_skill,Infrastructure & DevOps,,,Kinh nghiệm trực tiếp làm việc với các giải pháp hạ tầng máy chủ
21,lưu trữ,required_skill,Infrastructure & DevOps,,,"hạ tầng máy chủ, lưu trữ, mạng"
21,mạng,required_skill,Infrastructure & DevOps,,,"hạ tầng máy chủ, lưu trữ, mạng"
21,xây dựng cấu hình,preferred_skill,Infrastructure & DevOps,,,Kinh nghiệm xây dựng cấu hình... là một lợi thế lớn
21,tư vấn giải pháp,preferred_skill,Domain Knowledge,,,tư vấn giải pháp cho khách hàng là một lợi thế lớn
21,ảo hóa,required_skill,Infrastructure & DevOps,,,"triển khai các hệ thống máy chủ, lưu trữ, ảo hóa"
21,Server x86,required_skill,Infrastructure & DevOps,,,Máy chủ (Server x86)
21,NAS,required_skill,Infrastructure & DevOps,,,"Lưu trữ (Storage: NAS, SAN, DAS, RAID)"
21,SAN,required_skill,Infrastructure & DevOps,,,"Lưu trữ (Storage: NAS, SAN, DAS, RAID)"
21,DAS,required_skill,Infrastructure & DevOps,,,"Lưu trữ (Storage: NAS, SAN, DAS, RAID)"
21,RAID,required_skill,Infrastructure & DevOps,,,"Lưu trữ (Storage: NAS, SAN, DAS, RAID)"
21,TCP/IP,required_skill,Infrastructure & DevOps,,,"Mạng (Networking: TCP/IP, Switching, Routing)"
21,Switching,required_skill,Infrastructure & DevOps,,,"Mạng (Networking: TCP/IP, Switching, Routing)"
21,Routing,required_skill,Infrastructure & DevOps,,,"Mạng (Networking: TCP/IP, Switching, Routing)"
21,VMware vSphere,required_skill,Infrastructure & DevOps,,,"Ảo hóa (Virtualization: VMware vSphere, Hyper-V)"
21,Hyper-V,required_skill,Infrastructure & DevOps,,,"Ảo hóa (Virtualization: VMware vSphere, Hyper-V)"
21,HPE,required_skill,Tool & Platform,,,"sản phẩm/giải pháp của các hãng: HPE (Servers, Storage)"
21,Dell,required_skill,Tool & Platform,,,"Dell (Servers, Storage)"
21,NVIDIA,preferred_skill,Tool & Platform,,,sản phẩm/giải pháp NVIDIA... là một lợi thế rất lớn
21,QNAP,required_skill,Tool & Platform,,,"Có kinh nghiệm hoặc hiểu biết về thiết bị NAS của QNAP, Synology"
21,Synology,required_skill,Tool & Platform,,,"Có kinh nghiệm hoặc hiểu biết về thiết bị NAS của QNAP, Synology"
21,Windows Server,required_skill,Tool & Platform,,,"Kiến thức về hệ điều hành máy chủ (Windows Server, Linux)"
21,Linux,required_skill,Tool & Platform,,,"Kiến thức về hệ điều hành máy chủ (Windows Server, Linux)"
22,ChatGPT,required_skill,Tool & Platform,,,"utilize AI tools (e.g., ChatGPT, GitHub Copilot, or similar)"
22,GitHub Copilot,required_skill,Tool & Platform,,,"utilize AI tools (e.g., ChatGPT, GitHub Copilot, or similar)"
22,logical thinking,required_skill,Soft Skill,,,Strong logical thinking and problem-solving skills
22,problem-solving,required_skill,Soft Skill,,,Strong logical thinking and problem-solving skills
22,communication,required_skill,Soft Skill,,,"Clear and confident communication, both written and verbal"
22,agile workflows,preferred_skill,Engineering Concepts & Methodologies,,,Familiarity with agile workflows
22,software development processes,preferred_skill,Engineering Concepts & Methodologies,,basic,Basic understanding of software development processes...is a plus
22,UX/UI concepts,preferred_skill,Engineering Concepts & Methodologies,,basic,Basic understanding of...UX/UI concepts is a plus
22,time management,required_skill,Soft Skill,,,Good time management skills
23,tổ chức công việc,required_skill,Soft Skill,,,"Kỹ năng tổ chức công việc tốt, quản lý deadline rõ ràng"
23,Word,required_skill,Tool & Platform,,expert,"Sử dụng thành thạo Word, Excel, PowerPoint"
23,Excel,required_skill,Tool & Platform,,expert,"Sử dụng thành thạo Word, Excel, PowerPoint"
23,PowerPoint,required_skill,Tool & Platform,,expert,"Sử dụng thành thạo Word, Excel, PowerPoint"
23,quy trình phát triển phần mềm,preferred_skill,Engineering Concepts & Methodologies,,basic,Có hiểu biết cơ bản về quy trình phát triển phần mềm là lợi thế
24,ERP,required_skill,Domain Knowledge,5.0,,Có ít nhất 5 năm kinh nghiệm triển khai phần mềm ERP
24,quản lý phát triển sản phẩm,required_skill,Soft Skill,2.0,,tối thiểu 2 năm tham gia quản lý phát triển sản phẩm
24,phân tích nghiệp vụ,required_skill,Engineering Concepts & Methodologies,2.0,expert,Thành thạo kỹ năng phân tích nghiệp vụ
24,quản lý dự án,required_skill,Soft Skill,,,Từng quản lý các dự án triển khai phần mềm B2B
24,B2B,required_skill,Domain Knowledge,,,Từng quản lý các dự án triển khai phần mềm B2B
24,tài chính,required_skill,Domain Knowledge,,expert,Có hiểu biết sâu về các quy trình nghiệp vụ: tài chính
